Manning's n,Floodplain discharge coefficient,Floodplain discharge exponent,Stage at Q = 0 [m],Bank height [m],Channel width [m],Channel slope,SD: Manning's n,SD: Floodplain discharge coefficient,SD: Floodplain discharge exponent,SD: Stage at Q = 0 [m],SD: Bank height [m],SD: Channel width [m],SD: Channel slope,Fit RMSE [m^3/s],Use flow depth instead of Rh
0.025137766307196937,39.71630666474799,1.666666666666705,0.6674007798415689,2.1169998094830507,45.0,0.0009,4.160677491908667e-12,1360983599.712547,997.1780975315909,1.521763882886831e-06,11.824210788939698,0,0,8.476723648246667,False
